Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Apr 12 2023,SPXW230412C04085000,21.1,-17.05,20.6,21.3,1328,0.422,0.8729,0.012,397,4085.00,SPXW230412P04085000,0.87,-6.33,0.85,0.9,26828,0.3746,-0.1115,0.0117,1269
Wed Apr 12 2023,SPXW230412C04090000,16,-18.5,16,16.6,3186,0.3654,0.8384,0.0164,878,4090.00,SPXW230412P04090000,1.22,-7.38,1.2,1.3,46555,0.3448,-0.1616,0.0164,1953
Wed Apr 12 2023,SPXW230412C04095000,11.82,-19.08,11.9,12.3,2967,0.3399,0.7528,0.0222,359,4095.00,SPXW230412P04095000,1.9,-8.3,1.85,1.95,33626,0.318,-0.2405,0.0225,841
Wed Apr 12 2023,SPXW230412C04100000,7.88,-19.82,8.1,8.3,10054,0.3173,0.6384,0.0281,3065,4100.00,SPXW230412P04100000,3,-8.95,3,3.1,71089,0.2958,-0.3581,0.0287,4183
Wed Apr 12 2023,SPXW230412C04105000,5.1,-19.55,5.1,5.2,10066,0.3036,0.4914,0.0309,823,4105.00,SPXW230412P04105000,4.95,-8.95,4.9,5.1,28700,0.2805,-0.509,0.0322,1090
Wed Apr 12 2023,SPXW230412C04110000,2.82,-18.98,2.85,2.95,20874,0.2928,0.3373,0.0291,3103,4110.00,SPXW230412P04110000,7.7,-8.3,7.6,7.8,35844,0.2706,-0.67,0.0302,1896
Wed Apr 12 2023,SPXW230412C04115000,1.55,-17.55,1.5,1.55,25057,0.293,0.2091,0.0227,1387,4115.00,SPXW230412P04115000,11.23,-7.17,11.1,11.7,25153,0.2725,-0.7909,0.0227,519
Wed Apr 12 2023,SPXW230412C04120000,0.8,-15.85,0.8,0.85,47499,0.3009,0.1209,0.0154,2399,4120.00,SPXW230412P04120000,16.7,-4.2,15.4,16,26195,0.2666,-0.8791,0.0154,626
Wed Apr 12 2023,SPXW230412C04125000,0.45,-13.95,0.4,0.45,42040,0.3169,0.0703,0.0098,2097,4125.00,SPXW230412P04125000,21.89,-1.71,20,20.7,18803,0.2401,-0.9324,0.0097,413
Wed Apr 12 2023,SPXW230412C04130000,0.22,-11.98,0.2,0.3,60148,0.3309,0.0393,0.0059,1198,4130.00,SPXW230412P04130000,26.65,0.15,24.8,25.4,11922,0,-0.9637,0.0057,455
Wed Apr 12 2023,SPXW230412C04135000,0.2,-10.1,0.1,0.2,42206,0.3579,0.0258,0.0039,1009,4135.00,SPXW230412P04135000,30.33,0.78,29.8,30.6,4657,0,-0.9808,0.0032,198
Wed Apr 12 2023,SPXW230412C04140000,0.1,-8.5,0.05,0.1,43966,0.3676,0.0137,0.0022,1433,4140.00,SPXW230412P04140000,35.29,2.44,34.6,35.2,1762,0,-0.9863,0.0022,151
Wed Apr 12 2023,SPXW230412C04145000,0.1,-7,0.05,0.1,27876,0.4121,0.0124,0.0018,954,4145.00,SPXW230412P04145000,40.26,4.06,39.6,40.5,739,0,-0.9876,0.0018,51
Wed Apr 12 2023,SPXW230412C04150000,0.05,-5.75,0.05,0.1,56952,0.4559,0.0113,0.0015,3781,4150.00,SPXW230412P04150000,44.9,5,44.6,45.3,2856,0,-0.9997,0.0001,505
Wed Apr 12 2023,SPXW230412C04155000,0.05,-4.65,0,0.05,21976,0.4399,0.0044,0.0007,1518,4155.00,SPXW230412P04155000,51.58,7.68,49.5,50.5,260,0,-0.9956,0.0007,18
Wed Apr 12 2023,SPXW230412C04160000,0.05,-3.7,0,0.05,26472,0.4786,0.004,0.0006,3527,4160.00,SPXW230412P04160000,54,6.05,54.6,55.5,775,0,-0.9998,0.0001,67
Wed Apr 12 2023,SPXW230412C04165000,0.05,-2.95,0,0.05,14500,0.517,0.0038,0.0005,2505,4165.00,SPXW230412P04165000,66.02,13.87,59.5,60.5,249,0,-0.9962,0.0005,30
Wed Apr 12 2023,SPXW230412C04170000,0.05,-2.3,0,0.05,14800,0.555,0.0036,0.0004,1604,4170.00,SPXW230412P04170000,68.92,12.37,64.5,65.5,446,0,-0.9964,0.0004,53
Wed Apr 12 2023,SPXW230412C04175000,0.05,-1.8,0,0.05,9698,0.5928,0.0033,0.0004,3633,4175.00,SPXW230412P04175000,76,14.95,69.5,70.5,58,0,-0.9967,0.0004,130
Wed Apr 12 2023,SPXW230412C04180000,0.05,-1.4,0,0.05,11286,0.6302,0.0032,0.0004,2142,4180.00,SPXW230412P04180000,80.2,14.65,74.5,75.5,460,0,-0.9968,0.0004,26
Wed Apr 12 2023,SPXW230412C04185000,0.05,-1.05,0,0.05,5925,0.6675,0.003,0.0003,2212,4185.00,SPXW230412P04185000,58.8,-11.35,79.5,80.4,77,0,-0.9998,0,5
Wed Apr 12 2023,SPXW230412C04190000,0.05,-0.8,0,0.05,7488,0.7045,0.0029,0.0003,2148,4190.00,SPXW230412P04190000,91.17,16.12,84.5,85.4,36,0,-0.9998,0,5
Wed Apr 12 2023,SPXW230412C04195000,0.05,-0.6,0,0.05,4050,0.7413,0.0027,0.0003,1826,4195.00,SPXW230412P04195000,94.5,14.5,89.5,90.4,5,0,-0.9998,0,14
Wed Apr 12 2023,SPXW230412C04200000,0.05,-0.475,0,0.05,4701,0.7779,0.0026,0.0002,3878,4200.00,SPXW230412P04200000,97.18,12.33,94.5,95.4,108,0,-0.9998,0,101
Wed Apr 12 2023,SPXW230412C04205000,0.05,-0.325,0,0.05,1691,0.8142,0.0025,0.0002,2527,4205.00,SPXW230412P04205000,92.23,0,99.3,100.4,0,0,-0.9998,0,10
Wed Apr 12 2023,SPXW230412C04210000,0.05,-0.275,0,0.05,2332,0.8504,0.0024,0.0002,3602,4210.00,SPXW230412P04210000,105.4,10.8,104.4,105.2,14,0,-0.9998,0,1
Wed Apr 12 2023,SPXW230412C04215000,0.05,-0.175,0,0.05,1185,0.8865,0.0023,0.0002,4257,4215.00,SPXW230412P04215000,91.24,-8.31,109.2,110.5,2,0,-0.9977,0.0002,0
Wed Apr 12 2023,SPXW230412C04220000,0.05,-0.125,0,0.05,1167,0.9223,0.0022,0.0002,1762,4220.00,SPXW230412P04220000,96.27,-8.23,114.2,115.5,1,0,-0.9978,0.0002,11
Wed Apr 12 2023,SPXW230412C04225000,0.05,-0.125,0,0.05,1332,0.958,0.0022,0.0002,3024,4225.00,SPXW230412P04225000,124.65,15.2,119.2,120.5,1,0,-0.9978,0.0002,1
Wed Apr 12 2023,SPXW230412C04230000,0.05,-0.075,0,0.05,1220,0.9936,0.0021,0.0001,1109,4230.00,SPXW230412P04230000,113.86,0,124.2,125.5,0,0,-0.9979,0.0001,1
Wed Apr 12 2023,SPXW230412C04235000,0.05,0.05,0,0.05,631,1.029,0.002,0.0001,0,4235.00,SPXW230412P04235000,0,0,129.2,130.5,0,0,-0.998,0.0001,0
Wed Apr 12 2023,SPXW230412C04240000,0.05,-0.025,0,0.05,672,1.0642,0.002,0.0001,1903,4240.00,SPXW230412P04240000,0,0,134.2,135.5,0,0,-0.998,0.0001,0
Wed Apr 12 2023,SPXW230412C04245000,0.05,0.05,0,0.05,138,1.0993,0.0019,0.0001,0,4245.00,SPXW230412P04245000,0,0,139.2,140.5,0,0,-0.9981,0.0001,0
Wed Apr 12 2023,SPXW230412C04250000,0.03,-0.045,0,0.05,228,1.1342,0.0019,0.0001,1742,4250.00,SPXW230412P04250000,147.97,13.62,144.2,145.5,32,0,-0.9981,0.0001,32
Wed Apr 12 2023,SPXW230412C04255000,0.05,0.05,0,0.05,7,1.1691,0.0018,0.0001,0,4255.00,SPXW230412P04255000,155,155,149.2,150.5,5,0,-0.9982,0.0001,0
Wed Apr 12 2023,SPXW230412C04260000,0.05,-0.025,0,0.05,3,1.2038,0.0018,0.0001,749,4260.00,SPXW230412P04260000,156.25,11.9,154.2,155.5,1,0,-0.9982,0.0001,1
Wed Apr 12 2023,SPXW230412C04270000,0.05,0.05,0,0.05,27,1.2728,0.0017,0.0001,0,4270.00,SPXW230412P04270000,0,0,164.2,165.5,0,0,-0.9983,0.0001,0
Wed Apr 12 2023,SPXW230412C04275000,0.05,-0.025,0,0.05,36,1.3071,0.0016,0.0001,1482,4275.00,SPXW230412P04275000,151.05,0,169.2,170.5,0,0,-0.9984,0.0001,5
Wed Apr 12 2023,SPXW230412C04300000,0.05,0.025,0,0.05,17,1.477,0.0015,0.0001,7198,4300.00,SPXW230412P04300000,0,0,194.2,195.5,0,0,-0.9985,0.0001,0
Wed Apr 12 2023,SPXW230412C04350000,0.05,0.025,0,0.05,25,1.8098,0.0012,0,143,4350.00,SPXW230412P04350000,246.4,12.15,244.2,245.4,18,0,-0.9988,0,0
Wed Apr 12 2023,SPXW230412C04400000,0.05,0.025,0,0.05,4,2.1333,0.0001,0,2349,4400.00,SPXW230412P04400000,275,-9.25,294.2,295.5,8,0,-0.9999,0,0
Thu Apr 13 2023,SPXW230413C03450000,674.85,8.2,655.4,656.8,4,1.1131,0.9995,0,4,3450.00,SPXW230413P03450000,0.05,0,0,0.05,0,0.9937,-0.0009,0,84
Thu Apr 13 2023,SPXW230413C03500000,625.17,8.57,605.4,606.8,3,1.0218,0.9994,0,3,3500.00,SPXW230413P03500000,0.05,0.025,0,0.05,1,0.9168,-0.001,0,4139
Thu Apr 13 2023,SPXW230413C03575000,0,0,530.4,531.8,0,0.9253,0.9992,0,0,3575.00,SPXW230413P03575000,0.05,0,0,0.05,12,0.8028,-0.0011,0,85
Thu Apr 13 2023,SPXW230413C03600000,532.74,16.04,505.5,506.8,4,0.9084,0.9992,0,8,3600.00,SPXW230413P03600000,0.05,0,0,0.05,427,0.7652,-0.0012,0,60
Thu Apr 13 2023,SPXW230413C03625000,507.76,16.06,480.5,481.8,4,0.8633,0.9991,0,1,3625.00,SPXW230413P03625000,0.05,-0.025,0,0.05,1671,0.7276,-0.0013,0,885
Thu Apr 13 2023,SPXW230413C03650000,356.19,0,455.5,456.8,0,0.8184,0.999,0,4,3650.00,SPXW230413P03650000,0.05,-0.025,0.05,0.1,6,0.7553,-0.0014,0,1025
Thu Apr 13 2023,SPXW230413C03675000,0,0,430.5,431.8,0,0.7737,0.9989,0,0,3675.00,SPXW230413P03675000,0.05,-0.05,0.05,0.1,1,0.715,-0.0015,0,377
Thu Apr 13 2023,SPXW230413C03700000,430.99,14.24,405.5,406.9,2,0.7292,0.9987,0,39,3700.00,SPXW230413P03700000,0.1,0,0.05,0.1,38,0.6749,-0.0016,0,435
Thu Apr 13 2023,SPXW230413C03710000,417.98,11.23,395.5,396.9,1,0.7115,0.9987,0,1,3710.00,SPXW230413P03710000,0.07,-0.03,0,0.1,3,0.6359,-0.0017,0,72
Thu Apr 13 2023,SPXW230413C03725000,398.87,7.12,380.6,381.9,8,0.685,0.9986,0,2,3725.00,SPXW230413P03725000,0.07,-0.03,0.05,0.1,308,0.6349,-0.0018,0,2582
Thu Apr 13 2023,SPXW230413C03730000,0,0,375.6,376.9,0,0.6762,0.9986,0,0,3730.00,SPXW230413P03730000,0.1,0,0.05,0.1,143,0.6269,-0.0018,0,152
Thu Apr 13 2023,SPXW230413C03740000,0,0,365.5,366.9,0,0.6586,0.9985,0,0,3740.00,SPXW230413P03740000,0.1,0,0.05,0.1,54,0.6109,-0.0019,0,156
Thu Apr 13 2023,SPXW230413C03750000,381.01,14.26,355.5,356.9,2,0.641,0.9984,0,0,3750.00,SPXW230413P03750000,0.1,0,0.05,0.1,210,0.5949,-0.002,0,1087
Thu Apr 13 2023,SPXW230413C03760000,362.55,5.8,345.5,346.9,20,0.6234,0.9983,0,0,3760.00,SPXW230413P03760000,0.07,-0.055,0.05,0.1,3,0.5789,-0.002,0,67
Thu Apr 13 2023,SPXW230413C03770000,333.3,0,335.5,336.9,0,0.6059,0.9982,0,5,3770.00,SPXW230413P03770000,0.15,0.025,0.05,0.1,41,0.563,-0.0021,0,167
Thu Apr 13 2023,SPXW230413C03780000,323.75,0,325.5,326.9,0,0.5884,0.9981,0.0001,7,3780.00,SPXW230413P03780000,0.1,-0.025,0.05,0.1,2,0.547,-0.0022,0.0001,191
Thu Apr 13 2023,SPXW230413C03800000,331.74,14.89,305.5,306.9,4,0.5704,0.9978,0.0001,8,3800.00,SPXW230413P03800000,0.1,-0.05,0.05,0.1,155,0.5155,-0.0025,0.0001,379
Thu Apr 13 2023,SPXW230413C03805000,0,0,300.5,301.9,0,0.5616,0.9978,0.0001,0,3805.00,SPXW230413P03805000,0.1,-0.05,0.05,0.1,3,0.5075,-0.0026,0.0001,101
Thu Apr 13 2023,SPXW230413C03810000,292.83,0,295.5,296.9,0,0.5527,0.9977,0.0001,4,3810.00,SPXW230413P03810000,0.1,-0.05,0.05,0.15,59,0.5132,-0.0026,0.0001,130
Thu Apr 13 2023,SPXW230413C03815000,0,0,290.5,291.9,0,0.5438,0.9976,0.0001,0,3815.00,SPXW230413P03815000,0.1,-0.05,0.05,0.1,163,0.4912,-0.0027,0.0001,24
Thu Apr 13 2023,SPXW230413C03820000,210.86,0,285.6,286.9,0,0.5485,0.9975,0.0001,4,3820.00,SPXW230413P03820000,0.1,-0.05,0.05,0.1,53,0.4832,-0.0028,0.0001,691
Thu Apr 13 2023,SPXW230413C03825000,306.76,14.96,280.6,281.9,4,0.5395,0.9974,0.0001,1,3825.00,SPXW230413P03825000,0.1,-0.05,0.05,0.1,153,0.4888,-0.0029,0.0001,128
Thu Apr 13 2023,SPXW230413C03830000,294.25,0,275.6,276.9,0,0.5305,0.9973,0.0001,5,3830.00,SPXW230413P03830000,0.17,-0.005,0.05,0.15,108,0.4806,-0.003,0.0001,242
Thu Apr 13 2023,SPXW230413C03835000,272.48,-9.37,270.6,271.9,34,0.5215,0.9972,0.0001,0,3835.00,SPXW230413P03835000,0.1,-0.075,0.05,0.15,4,0.4724,-0.0031,0.0001,248
Thu Apr 13 2023,SPXW230413C03840000,171.77,0,265.6,266.9,0,0.5125,0.9971,0.0001,0,3840.00,SPXW230413P03840000,0.17,-0.005,0.05,0.15,8,0.4643,-0.0032,0.0001,1319
Thu Apr 13 2023,SPXW230413C03845000,0,0,260.6,261.9,0,0.5034,0.997,0.0001,0,3845.00,SPXW230413P03845000,0.1,-0.075,0.05,0.15,4,0.4561,-0.0034,0.0001,95
Thu Apr 13 2023,SPXW230413C03850000,275.27,8.42,255.6,256.9,1,0.4944,0.9969,0.0001,14,3850.00,SPXW230413P03850000,0.09,-0.085,0.1,0.15,742,0.4583,-0.0035,0.0001,677
Thu Apr 13 2023,SPXW230413C03855000,245.8,0,250.6,251.9,0,0.4854,0.9967,0.0001,0,3855.00,SPXW230413P03855000,0.1,-0.075,0.1,0.15,287,0.45,-0.0036,0.0001,899
